İl,İlçe,Alan (m2),Oda Sayısı,Bina Yaşı,Kat,Isıtma,Balkon,Asansör,Eşyalı mı?,Fiyat (TL)
Tunceli,Pertek,112,1+1,4,7,Kombi,Var,Yok,Hayır,1021641
Tunceli,Pertek,116,4+1,5,18,Merkezi,Var,Var,Hayır,2155577
Tunceli,Pülümür,79,4+1,29,6,Soba,Yok,Yok,Hayır,1444598
Tunceli,Pülümür,174,3+1,3,20,Soba,Yok,Var,Hayır,2602511
Tunceli,Pülümür,140,3+1,8,14,Soba,Yok,Yok,Evet,2899364
Tunceli,Pülümür,176,1+1,29,1,Soba,Yok,Var,Evet,2315526
Tunceli,Pülümür,142,1+1,25,13,Soba,Yok,Yok,Evet,2207568
Tunceli,Pülümür,84,4+1,0,20,Kombi,Yok,Yok,Evet,960772
Tunceli,Pülümür,92,1+1,30,5,Merkezi,Yok,Var,Evet,2049500
Tunceli,Pülümür,75,2+1,28,3,Merkezi,Yok,Yok,Hayır,2289909
Tunceli,Pülümür,78,4+1,24,0,Merkezi,Var,Var,Hayır,2777525
Tunceli,Pülümür,73,4+1,13,6,Soba,Yok,Var,Hayır,2073559
Tunceli,Tunceli Merkez,82,4+1,5,18,Soba,Var,Yok,Evet,3013712
Tunceli,Tunceli Merkez,130,1+1,15,13,Merkezi,Yok,Var,Evet,2695796
Tunceli,Tunceli Merkez,64,2+1,23,11,Merkezi,Var,Var,Hayır,1805442
Tunceli,Tunceli Merkez,133,1+1,10,16,Merkezi,Yok,Yok,Hayır,1397546
Tunceli,Tunceli Merkez,102,4+1,1,9,Merkezi,Yok,Var,Evet,1713727
Tunceli,Tunceli Merkez,115,1+1,12,3,Merkezi,Yok,Var,Evet,2484820
Tunceli,Tunceli Merkez,176,1+1,7,8,Kombi,Yok,Var,Evet,1430708
Tunceli,Tunceli Merkez,79,1+1,26,13,Merkezi,Yok,Yok,Hayır,2190441
Tunceli,Tunceli Merkez,96,1+1,10,7,Soba,Var,Yok,Evet,1321012
Tunceli,Tunceli Merkez,148,4+1,18,8,Kombi,Yok,Var,Evet,2947180
Tunceli,Çemişgezek,155,4+1,29,2,Merkezi,Var,Yok,Evet,1831628
Tunceli,Çemişgezek,126,1+1,30,10,Merkezi,Var,Var,Evet,1772954
Tunceli,Çemişgezek,108,4+1,27,17,Soba,Yok,Yok,Hayır,2242151
Tunceli,Çemişgezek,166,3+1,4,13,Kombi,Yok,Var,Evet,2722654
Tunceli,Çemişgezek,61,3+1,21,11,Merkezi,Var,Yok,Evet,2399695
Tunceli,Çemişgezek,64,4+1,17,15,Merkezi,Yok,Var,Evet,1646709
Tunceli,Çemişgezek,103,4+1,20,5,Merkezi,Yok,Var,Hayır,1864534
Tunceli,Çemişgezek,100,4+1,0,1,Merkezi,Var,Yok,Hayır,1105857
Tunceli,Çemişgezek,106,1+1,15,18,Merkezi,Yok,Var,Evet,2852908
Tunceli,Çemişgezek,172,3+1,18,10,Kombi,Var,Var,Hayır,1686392
Uşak,Banaz,94,3+1,25,10,Soba,Var,Var,Hayır,2608453
Uşak,Banaz,148,2+1,3,6,Merkezi,Yok,Var,Hayır,2021393
Uşak,Banaz,147,4+1,2,10,Kombi,Yok,Yok,Evet,1501446
Uşak,Banaz,163,2+1,4,8,Merkezi,Var,Var,Evet,1314275
Uşak,Banaz,94,1+1,5,18,Soba,Yok,Var,Hayır,1052504
Uşak,Banaz,159,3+1,7,14,Merkezi,Var,Var,Hayır,3034235
Uşak,Banaz,74,4+1,24,19,Kombi,Var,Var,Evet,2206204
Uşak,Banaz,125,1+1,10,20,Soba,Var,Var,Hayır,942439
Uşak,Banaz,84,2+1,9,0,Merkezi,Var,Var,Evet,2250101
Uşak,Banaz,108,2+1,10,20,Soba,Yok,Var,Evet,1314775
Uşak,Eşme,159,2+1,2,3,Merkezi,Yok,Yok,Hayır,948244
Uşak,Eşme,173,2+1,30,20,Kombi,Var,Yok,Hayır,2743720
Uşak,Eşme,166,4+1,24,8,Kombi,Var,Var,Hayır,3041695
Uşak,Eşme,170,2+1,12,5,Kombi,Yok,Yok,Hayır,2198504
Uşak,Eşme,136,1+1,27,5,Merkezi,Var,Var,Evet,1856510
Uşak,Eşme,88,1+1,23,8,Soba,Yok,Yok,Hayır,2315180
Uşak,Eşme,123,1+1,24,13,Merkezi,Yok,Yok,Evet,1731941
Uşak,Eşme,62,3+1,18,19,Merkezi,Var,Yok,Evet,2955044
Uşak,Eşme,132,4+1,9,20,Kombi,Yok,Yok,Hayır,1042926
Uşak,Eşme,127,4+1,4,18,Merkezi,Var,Var,Evet,1825773
Uşak,Karahallı,62,4+1,4,8,Soba,Yok,Yok,Hayır,1238770
Uşak,Karahallı,177,2+1,13,3,Kombi,Yok,Yok,Hayır,1902409
Uşak,Karahallı,101,4+1,3,16,Soba,Var,Yok,Evet,1898482
Uşak,Karahallı,99,1+1,16,7,Merkezi,Yok,Yok,Evet,2825170
Uşak,Karahallı,125,3+1,18,17,Soba,Var,Var,Evet,2678688
Uşak,Karahallı,138,4+1,11,12,Soba,Var,Var,Hayır,2600342
Uşak,Karahallı,163,2+1,30,14,Merkezi,Var,Var,Evet,2588375
Uşak,Karahallı,128,2+1,2,5,Merkezi,Yok,Var,Hayır,1368517
Uşak,Karahallı,128,2+1,19,19,Soba,Yok,Yok,Hayır,1001821
Uşak,Karahallı,80,2+1,28,16,Kombi,Var,Yok,Hayır,1178336
Uşak,Sivaslı,146,1+1,13,4,Soba,Yok,Yok,Evet,1404221
Uşak,Sivaslı,155,4+1,21,18,Merkezi,Yok,Yok,Evet,2395890
Uşak,Sivaslı,145,2+1,8,3,Soba,Yok,Var,Evet,975558
Uşak,Sivaslı,155,2+1,5,7,Soba,Var,Yok,Hayır,2825703
Uşak,Sivaslı,169,1+1,28,13,Merkezi,Yok,Yok,Hayır,2873749
Uşak,Sivaslı,142,2+1,24,1,Soba,Var,Var,Evet,2064874
Uşak,Sivaslı,60,2+1,16,8,Kombi,Yok,Var,Hayır,906841
Uşak,Sivaslı,161,1+1,20,17,Merkezi,Yok,Yok,Hayır,1796030
Uşak,Sivaslı,84,3+1,4,4,Merkezi,Var,Var,Evet,1402553
Uşak,Sivaslı,93,2+1,11,15,Merkezi,Yok,Var,Hayır,2770990
Uşak,Ulubey,92,3+1,14,10,Kombi,Var,Var,Hayır,1627482
Uşak,Ulubey,71,1+1,29,9,Soba,Yok,Yok,Evet,1776457
Uşak,Ulubey,151,4+1,6,16,Kombi,Yok,Yok,Hayır,1615848
Uşak,Ulubey,163,1+1,24,9,Merkezi,Yok,Var,Hayır,2956203
Uşak,Ulubey,161,3+1,14,15,Kombi,Yok,Var,Evet,2295660
Uşak,Ulubey,90,2+1,20,20,Kombi,Var,Yok,Hayır,2566349
Uşak,Ulubey,70,4+1,22,20,Merkezi,Yok,Yok,Hayır,2748898
Uşak,Ulubey,127,1+1,16,18,Soba,Yok,Var,Hayır,1194353
Uşak,Ulubey,171,2+1,27,18,Merkezi,Yok,Yok,Evet,1134333
Uşak,Ulubey,74,3+1,23,14,Kombi,Var,Yok,Evet,1206317
Uşak,Uşak Merkez,139,3+1,14,6,Merkezi,Yok,Yok,Evet,2527834
Uşak,Uşak Merkez,146,2+1,16,18,Merkezi,Yok,Yok,Hayır,2818571
Uşak,Uşak Merkez,132,1+1,22,15,Soba,Var,Var,Evet,1038917
Uşak,Uşak Merkez,130,1+1,0,0,Kombi,Yok,Var,Hayır,2591740
Uşak,Uşak Merkez,136,1+1,12,5,Merkezi,Var,Yok,Hayır,2201482
Uşak,Uşak Merkez,135,3+1,3,8,Soba,Var,Yok,Hayır,1271691
Uşak,Uşak Merkez,140,1+1,21,16,Kombi,Var,Yok,Hayır,3018413
Uşak,Uşak Merkez,148,4+1,28,5,Merkezi,Var,Var,Hayır,2060523
Uşak,Uşak Merkez,172,4+1,13,11,Soba,Var,Yok,Evet,1051614
Uşak,Uşak Merkez,104,1+1,14,3,Soba,Yok,Var,Hayır,1101008
Van,Bahçesaray,83,2+1,27,8,Kombi,Var,Yok,Evet,2637620
Van,Bahçesaray,119,3+1,21,14,Soba,Yok,Yok,Hayır,1742827
Van,Bahçesaray,92,2+1,12,10,Soba,Yok,Yok,Evet,1713853
Van,Bahçesaray,145,1+1,0,9,Soba,Yok,Var,Hayır,871234
Van,Bahçesaray,120,4+1,2,20,Soba,Var,Var,Hayır,1239937
Van,Bahçesaray,180,1+1,15,8,Merkezi,Yok,Yok,Hayır,2001832
Van,Bahçesaray,120,2+1,25,2,Merkezi,Var,Var,Hayır,1788794
Van,Bahçesaray,107,4+1,13,16,Soba,Var,Var,Evet,1504810
Van,Bahçesaray,104,2+1,12,18,Merkezi,Var,Yok,Hayır,2733317
Van,Bahçesaray,153,4+1,15,6,Merkezi,Var,Yok,Evet,1079910
Van,Başkale,144,4+1,5,16,Soba,Var,Yok,Hayır,2494830
Van,Başkale,94,4+1,23,2,Kombi,Yok,Var,Hayır,1677994
Van,Başkale,144,4+1,21,7,Kombi,Yok,Var,Hayır,2241631
Van,Başkale,110,3+1,8,7,Soba,Var,Yok,Evet,2261038
Van,Başkale,110,4+1,6,0,Kombi,Yok,Var,Hayır,1444564
Van,Başkale,151,1+1,25,1,Merkezi,Var,Yok,Hayır,1064121
Van,Başkale,117,4+1,27,20,Kombi,Yok,Var,Evet,1714058
Van,Başkale,154,3+1,24,6,Soba,Yok,Var,Hayır,2369261
Van,Başkale,179,2+1,15,20,Kombi,Yok,Yok,Hayır,2813580
Van,Başkale,120,1+1,10,11,Merkezi,Var,Yok,Evet,1619979
Van,Edremit,148,4+1,19,19,Kombi,Yok,Yok,Evet,2874560
Van,Edremit,61,1+1,21,4,Soba,Var,Var,Evet,1708999
Van,Edremit,76,4+1,16,18,Kombi,Yok,Yok,Hayır,937875
Van,Edremit,80,1+1,7,13,Soba,Yok,Var,Hayır,2950986
Van,Edremit,121,1+1,22,4,Soba,Var,Yok,Evet,2400589
Van,Edremit,68,3+1,25,13,Kombi,Yok,Yok,Hayır,2243871
Van,Edremit,131,2+1,4,7,Soba,Yok,Yok,Evet,2211645
Van,Edremit,131,4+1,21,0,Merkezi,Var,Var,Evet,1445295
Van,Edremit,130,2+1,19,7,Kombi,Yok,Var,Hayır,2929146
Van,Edremit,73,3+1,23,6,Merkezi,Yok,Yok,Hayır,1480632
Van,Erciş,112,3+1,27,15,Merkezi,Yok,Yok,Hayır,2191598
Van,Erciş,64,4+1,21,4,Soba,Var,Var,Evet,1335295
Van,Erciş,130,3+1,23,1,Soba,Var,Yok,Hayır,2515813
Van,Erciş,154,3+1,26,11,Kombi,Yok,Var,Evet,2189230
Van,Erciş,127,1+1,3,0,Soba,Yok,Yok,Hayır,1932897
Van,Erciş,92,4+1,13,2,Soba,Var,Yok,Hayır,2410349
Van,Erciş,84,4+1,25,20,Merkezi,Yok,Yok,Evet,1771434
Van,Erciş,89,3+1,26,14,Merkezi,Yok,Yok,Evet,1672926
Van,Erciş,121,2+1,4,13,Kombi,Var,Var,Hayır,868374
Van,Erciş,83,2+1,15,9,Kombi,Yok,Var,Hayır,2153350
Van,Gevaş,66,3+1,30,5,Kombi,Yok,Var,Hayır,829578
Van,Gevaş,92,4+1,4,13,Kombi,Yok,Yok,Evet,1179314
Van,Gevaş,94,3+1,30,18,Merkezi,Yok,Var,Hayır,2428775
Van,Gevaş,62,3+1,18,3,Soba,Var,Yok,Hayır,2853334
Van,Gevaş,152,2+1,12,13,Merkezi,Var,Yok,Hayır,3062100
Van,Gevaş,117,3+1,16,19,Soba,Yok,Yok,Hayır,1353904
Van,Gevaş,91,1+1,25,20,Soba,Yok,Yok,Hayır,2490249
Van,Gevaş,68,4+1,7,18,Merkezi,Var,Yok,Hayır,1915262
Van,Gevaş,121,4+1,15,8,Kombi,Yok,Var,Evet,1439126
Van,Gevaş,88,3+1,16,14,Merkezi,Yok,Yok,Evet,1190946
Van,Gürpınar,178,4+1,10,11,Merkezi,Var,Var,Evet,1037429
Van,Gürpınar,141,1+1,29,1,Merkezi,Var,Yok,Hayır,2292058
Van,Gürpınar,154,1+1,14,7,Merkezi,Yok,Yok,Hayır,986766
Van,Gürpınar,101,1+1,18,7,Merkezi,Yok,Var,Hayır,2550620
Van,Gürpınar,76,4+1,3,4,Kombi,Var,Var,Evet,2544848
Van,Gürpınar,103,2+1,6,11,Kombi,Yok,Yok,Hayır,941058
Van,Gürpınar,133,4+1,25,5,Soba,Var,Var,Hayır,831990
Van,Gürpınar,127,4+1,17,15,Soba,Yok,Yok,Evet,2855277
Van,Gürpınar,84,4+1,27,13,Kombi,Var,Yok,Hayır,1756417
Van,Gürpınar,134,2+1,27,13,Merkezi,Yok,Var,Hayır,2937039
Van,Muradiye,124,3+1,29,10,Kombi,Var,Yok,Hayır,2361687
Van,Muradiye,144,1+1,14,4,Soba,Yok,Var,Evet,1185432
Van,Muradiye,62,4+1,19,7,Soba,Var,Var,Hayır,2319282
Van,Muradiye,78,4+1,16,5,Merkezi,Yok,Yok,Evet,895449
Van,Muradiye,102,3+1,21,2,Soba,Yok,Yok,Hayır,1331191
Van,Muradiye,68,4+1,14,10,Kombi,Yok,Var,Hayır,2163873
Van,Muradiye,130,1+1,22,18,Soba,Yok,Var,Hayır,889972
Van,Muradiye,123,3+1,22,10,Kombi,Var,Yok,Evet,2486273
Van,Muradiye,103,4+1,4,13,Soba,Var,Yok,Evet,2764460
Van,Muradiye,154,1+1,11,2,Kombi,Var,Yok,Hayır,2724669
Van,Saray,83,1+1,24,4,Soba,Var,Yok,Hayır,1837014
Van,Saray,130,4+1,25,0,Kombi,Yok,Yok,Evet,2707579
Van,Saray,132,2+1,3,9,Soba,Var,Yok,Evet,1795449
Van,Saray,120,1+1,15,7,Kombi,Yok,Var,Evet,2403192
Van,Saray,127,2+1,1,13,Soba,Yok,Var,Hayır,3034201
Van,Saray,178,1+1,13,14,Kombi,Var,Yok,Hayır,2279769
Van,Saray,145,4+1,1,12,Merkezi,Yok,Yok,Hayır,2364024
Van,Saray,117,2+1,23,10,Merkezi,Var,Var,Hayır,2693940
Van,Saray,121,2+1,11,0,Merkezi,Var,Var,Hayır,2939551
Van,Saray,130,1+1,0,20,Soba,Yok,Yok,Hayır,1520382
Van,Tuşba,87,3+1,15,16,Merkezi,Yok,Yok,Evet,1049288
Van,Tuşba,127,1+1,4,9,Kombi,Var,Yok,Evet,2410657
Van,Tuşba,67,4+1,23,9,Soba,Var,Var,Hayır,2417936
Van,Tuşba,61,1+1,13,3,Kombi,Yok,Yok,Hayır,2656960
Van,Tuşba,71,2+1,20,9,Kombi,Yok,Yok,Hayır,1021106
Van,Tuşba,65,1+1,27,9,Merkezi,Yok,Var,Evet,1369775
Van,Tuşba,140,4+1,0,12,Soba,Var,Yok,Hayır,2162799
Van,Tuşba,139,2+1,10,13,Soba,Yok,Var,Evet,2515271
Van,Tuşba,87,2+1,12,9,Merkezi,Var,Var,Hayır,2365177
Van,Tuşba,101,1+1,15,1,Soba,Var,Var,Hayır,1098242
Van,Çaldıran,160,3+1,27,20,Soba,Var,Yok,Hayır,2571962
Van,Çaldıran,111,2+1,21,19,Kombi,Var,Var,Hayır,2356423
Van,Çaldıran,87,1+1,8,17,Soba,Yok,Yok,Evet,2189545
Van,Çaldıran,73,3+1,0,18,Merkezi,Var,Yok,Evet,2975980
Van,Çaldıran,180,4+1,6,2,Merkezi,Var,Var,Hayır,2558084
Van,Çaldıran,128,1+1,7,0,Kombi,Yok,Yok,Evet,1596230
Van,Çaldıran,130,1+1,11,1,Kombi,Yok,Yok,Hayır,1932170
Van,Çaldıran,178,4+1,12,4,Merkezi,Yok,Var,Evet,1500826
Van,Çaldıran,170,3+1,7,13,Kombi,Var,Yok,Hayır,2972578
Van,Çaldıran,117,4+1,5,5,Soba,Yok,Yok,Hayır,2896405
Van,Çatak,95,3+1,1,17,Kombi,Yok,Var,Hayır,1843149
Van,Çatak,143,2+1,2,10,Merkezi,Var,Yok,Evet,2031547
Van,Çatak,82,4+1,30,2,Merkezi,Yok,Yok,Evet,2561071
Van,Çatak,102,1+1,27,8,Merkezi,Var,Yok,Evet,2633539
Van,Çatak,93,3+1,30,11,Soba,Var,Yok,Hayır,2378761
Van,Çatak,92,1+1,21,18,Kombi,Var,Yok,Evet,1919971
Van,Çatak,136,4+1,26,13,Kombi,Var,Var,Evet,2710493
Van,Çatak,91,4+1,29,10,Soba,Var,Yok,Evet,2822427
Van,Çatak,145,4+1,0,15,Merkezi,Var,Yok,Hayır,1975934
Van,Çatak,168,3+1,0,5,Merkezi,Var,Var,Hayır,1665893
Van,Özalp,96,2+1,10,11,Merkezi,Yok,Var,Evet,1452572
Van,Özalp,164,4+1,23,4,Kombi,Var,Yok,Evet,2348107
Van,Özalp,104,1+1,26,0,Soba,Yok,Yok,Evet,2333254
Van,Özalp,158,2+1,27,15,Merkezi,Var,Yok,Hayır,2965668
Van,Özalp,141,1+1,16,8,Soba,Var,Var,Hayır,1503996
Van,Özalp,120,1+1,4,12,Kombi,Var,Yok,Evet,1637139
Van,Özalp,144,2+1,15,16,Kombi,Var,Var,Hayır,2836545
Van,Özalp,80,4+1,7,7,Kombi,Yok,Var,Hayır,2718511
Van,Özalp,177,4+1,14,9,Merkezi,Yok,Var,Hayır,2473382
Van,Özalp,128,4+1,20,14,Merkezi,Var,Yok,Hayır,1666802
Van,İpekyolu,160,1+1,6,13,Merkezi,Yok,Yok,Evet,2563505
Van,İpekyolu,112,3+1,22,19,Kombi,Yok,Var,Hayır,2631299
Van,İpekyolu,174,4+1,20,16,Kombi,Var,Var,Evet,1184066
Van,İpekyolu,110,1+1,28,6,Kombi,Yok,Yok,Evet,2258536
Van,İpekyolu,91,3+1,1,6,Soba,Var,Var,Evet,1276218
Van,İpekyolu,143,3+1,25,3,Soba,Var,Var,Hayır,2519127
Van,İpekyolu,95,1+1,5,7,Merkezi,Var,Var,Evet,1779477
Van,İpekyolu,124,3+1,30,6,Kombi,Var,Yok,Hayır,1837499
Van,İpekyolu,132,4+1,17,3,Merkezi,Yok,Var,Hayır,1198570
Van,İpekyolu,170,3+1,18,2,Kombi,Yok,Yok,Evet,2937605
Yalova,Altınova,113,2+1,7,12,Merkezi,Var,Yok,Hayır,1018452
Yalova,Altınova,78,4+1,29,20,Kombi,Var,Yok,Hayır,1399524
Yalova,Altınova,78,3+1,3,20,Soba,Var,Yok,Evet,1899005
Yalova,Altınova,103,1+1,30,13,Kombi,Var,Var,Hayır,975707
Yalova,Altınova,69,3+1,27,15,Soba,Yok,Var,Hayır,1407007
Yalova,Altınova,150,1+1,1,18,Soba,Yok,Yok,Evet,2657730
Yalova,Altınova,127,4+1,13,11,Kombi,Var,Yok,Evet,2495770
Yalova,Altınova,131,2+1,3,9,Kombi,Yok,Var,Hayır,1683135
Yalova,Altınova,66,4+1,2,8,Kombi,Var,Var,Evet,1497542
Yalova,Altınova,63,1+1,10,12,Kombi,Yok,Var,Hayır,877100
Yalova,Armutlu,140,2+1,20,9,Merkezi,Yok,Yok,Hayır,3041448
Yalova,Armutlu,151,2+1,2,7,Kombi,Yok,Var,Evet,2247052
Yalova,Armutlu,180,2+1,4,19,Kombi,Var,Var,Hayır,1622551
Yalova,Armutlu,158,3+1,8,1,Kombi,Yok,Var,Hayır,2897885
Yalova,Armutlu,158,3+1,9,7,Soba,Var,Yok,Hayır,2370775
Yalova,Armutlu,136,3+1,14,17,Kombi,Var,Yok,Evet,1997969
Yalova,Armutlu,156,4+1,6,12,Merkezi,Var,Yok,Hayır,2376950
Yalova,Armutlu,141,3+1,20,0,Merkezi,Yok,Var,Hayır,2341799
Yalova,Armutlu,64,1+1,27,15,Soba,Yok,Var,Evet,1625524
Yalova,Armutlu,74,4+1,25,4,Kombi,Var,Var,Hayır,2916311
Yalova,Termal,60,3+1,6,6,Kombi,Var,Yok,Hayır,2601807
Yalova,Termal,93,1+1,3,1,Kombi,Yok,Yok,Evet,1217751
Yalova,Termal,173,2+1,29,6,Merkezi,Var,Var,Hayır,1535452
Yalova,Termal,82,4+1,1,18,Kombi,Var,Yok,Hayır,1418559
Yalova,Termal,157,4+1,12,7,Kombi,Var,Yok,Evet,2081638
Yalova,Termal,66,2+1,6,3,Kombi,Var,Yok,Evet,2715931
Yalova,Termal,75,3+1,10,14,Soba,Yok,Var,Hayır,1314936
Yalova,Termal,137,3+1,0,17,Kombi,Var,Var,Hayır,2613938
Yalova,Termal,158,4+1,25,7,Soba,Yok,Var,Hayır,1787803
Yalova,Termal,106,3+1,2,15,Merkezi,Var,Yok,Evet,1975376
Yalova,Yalova Merkez,74,2+1,20,0,Kombi,Var,Yok,Hayır,1225064
Yalova,Yalova Merkez,66,4+1,13,10,Soba,Yok,Var,Evet,2076902
Yalova,Yalova Merkez,134,2+1,30,6,Merkezi,Yok,Yok,Hayır,2034865
Yalova,Yalova Merkez,70,3+1,18,1,Merkezi,Yok,Var,Hayır,2232029
Yalova,Yalova Merkez,84,2+1,4,15,Soba,Yok,Yok,Evet,2514370
Yalova,Yalova Merkez,75,3+1,16,14,Soba,Var,Yok,Evet,1260699
Yalova,Yalova Merkez,121,1+1,10,3,Kombi,Var,Yok,Evet,1943697
Yalova,Yalova Merkez,74,2+1,9,16,Merkezi,Yok,Yok,Hayır,2701617
Yalova,Yalova Merkez,87,1+1,29,6,Merkezi,Var,Yok,Hayır,1207987
Yalova,Yalova Merkez,133,1+1,21,13,Merkezi,Yok,Yok,Hayır,1076015
Yalova,Çiftlikköy,129,3+1,15,0,Kombi,Yok,Var,Evet,1211481
Yalova,Çiftlikköy,179,4+1,12,2,Merkezi,Var,Yok,Evet,1713069
Yalova,Çiftlikköy,143,1+1,3,3,Soba,Var,Yok,Evet,1781295
Yalova,Çiftlikköy,169,1+1,21,16,Soba,Var,Yok,Evet,989007
Yalova,Çiftlikköy,180,2+1,30,10,Merkezi,Yok,Yok,Hayır,1934540
Yalova,Çiftlikköy,61,1+1,2,18,Kombi,Yok,Yok,Evet,2538934
Yalova,Çiftlikköy,152,1+1,22,14,Soba,Var,Yok,Evet,1372182
Yalova,Çiftlikköy,113,3+1,6,8,Soba,Var,Yok,Evet,1364743
Yalova,Çiftlikköy,92,4+1,10,9,Soba,Yok,Yok,Evet,1998787
Yalova,Çiftlikköy,176,2+1,4,7,Kombi,Yok,Yok,Evet,1172587
Yalova,Çınarcık,161,1+1,13,16,Merkezi,Yok,Var,Evet,3046028
Yalova,Çınarcık,163,3+1,3,20,Soba,Yok,Var,Evet,2060136
Yalova,Çınarcık,177,4+1,12,10,Kombi,Var,Yok,Hayır,2644670
Yalova,Çınarcık,92,3+1,6,7,Kombi,Yok,Yok,Hayır,886452
Yalova,Çınarcık,115,1+1,24,10,Soba,Yok,Var,Evet,1733203
Yalova,Çınarcık,120,1+1,29,7,Soba,Yok,Yok,Evet,1270182
Yalova,Çınarcık,156,1+1,30,15,Soba,Var,Yok,Hayır,2198535
Yalova,Çınarcık,117,4+1,1,3,Soba,Var,Var,Hayır,1295000
Yalova,Çınarcık,149,3+1,20,8,Soba,Yok,Yok,Hayır,2935860
Yalova,Çınarcık,90,2+1,8,7,Merkezi,Yok,Var,Hayır,2848103
Yozgat,Akdağmadeni,64,1+1,21,13,Soba,Yok,Var,Hayır,1850387
Yozgat,Akdağmadeni,69,4+1,25,10,Kombi,Yok,Var,Evet,2815928
Yozgat,Akdağmadeni,62,1+1,29,3,Soba,Yok,Yok,Hayır,1936265
Yozgat,Akdağmadeni,142,1+1,23,19,Merkezi,Var,Var,Hayır,2349477
Yozgat,Akdağmadeni,64,3+1,15,18,Kombi,Var,Yok,Hayır,1496866
Yozgat,Akdağmadeni,109,4+1,16,1,Merkezi,Var,Var,Hayır,1150613
Yozgat,Akdağmadeni,114,1+1,2,19,Merkezi,Yok,Var,Hayır,1623296
Yozgat,Akdağmadeni,154,4+1,16,20,Soba,Var,Var,Hayır,2981608
Yozgat,Akdağmadeni,162,2+1,2,3,Kombi,Var,Yok,Hayır,1441691
Yozgat,Akdağmadeni,172,2+1,24,5,Kombi,Var,Var,Evet,2221683
Yozgat,Aydıncık,109,4+1,15,4,Merkezi,Var,Var,Hayır,2633815
Yozgat,Aydıncık,75,4+1,5,14,Soba,Var,Yok,Evet,1652734
Yozgat,Aydıncık,95,2+1,15,20,Soba,Yok,Var,Evet,1709362
Yozgat,Aydıncık,100,4+1,7,15,Merkezi,Var,Var,Hayır,1496596
Yozgat,Aydıncık,61,3+1,5,1,Merkezi,Var,Yok,Hayır,1298682
Yozgat,Aydıncık,107,4+1,2,19,Soba,Yok,Var,Hayır,1088852
Yozgat,Aydıncık,170,3+1,18,4,Soba,Yok,Var,Evet,2371297
Yozgat,Aydıncık,105,4+1,15,19,Soba,Var,Yok,Hayır,1627929
Yozgat,Aydıncık,122,2+1,14,18,Merkezi,Yok,Var,Evet,3049835
Yozgat,Aydıncık,152,1+1,13,2,Kombi,Var,Var,Evet,2186175
Yozgat,Boğazlıyan,73,1+1,21,20,Kombi,Var,Var,Evet,1301990
Yozgat,Boğazlıyan,63,4+1,10,6,Merkezi,Var,Var,Hayır,2533316
Yozgat,Boğazlıyan,133,3+1,30,16,Merkezi,Var,Var,Evet,1433428
Yozgat,Boğazlıyan,165,2+1,5,7,Kombi,Var,Yok,Evet,3058651
Yozgat,Boğazlıyan,156,3+1,28,15,Kombi,Yok,Var,Evet,1895701
Yozgat,Boğazlıyan,121,1+1,16,11,Soba,Yok,Var,Hayır,1560949
Yozgat,Boğazlıyan,75,2+1,30,3,Merkezi,Var,Var,Hayır,1037847
Yozgat,Boğazlıyan,126,1+1,19,19,Kombi,Yok,Var,Hayır,1311771
Yozgat,Boğazlıyan,139,2+1,2,14,Soba,Yok,Yok,Evet,886858
Yozgat,Boğazlıyan,85,4+1,20,8,Soba,Yok,Var,Evet,1234470
Yozgat,Kadışehri,88,2+1,14,1,Soba,Yok,Yok,Hayır,1534648
Yozgat,Kadışehri,99,3+1,10,9,Kombi,Yok,Yok,Evet,912874
Yozgat,Kadışehri,101,2+1,29,11,Merkezi,Var,Var,Hayır,1257318
Yozgat,Kadışehri,145,1+1,24,16,Kombi,Var,Var,Hayır,1100097
Yozgat,Kadışehri,163,2+1,23,17,Merkezi,Yok,Yok,Evet,2292226
Yozgat,Kadışehri,125,4+1,23,11,Kombi,Yok,Var,Hayır,2631480
Yozgat,Kadışehri,158,3+1,3,10,Kombi,Var,Var,Hayır,936283
Yozgat,Kadışehri,108,4+1,13,15,Kombi,Yok,Var,Evet,1238648
Yozgat,Kadışehri,72,1+1,22,13,Soba,Var,Var,Hayır,2251710
Yozgat,Kadışehri,155,2+1,0,19,Kombi,Yok,Var,Evet,1687230
Yozgat,Saraykent,92,1+1,7,15,Merkezi,Var,Yok,Evet,1762795
Yozgat,Saraykent,122,2+1,0,13,Kombi,Var,Var,Evet,2073308
Yozgat,Saraykent,177,3+1,16,4,Kombi,Yok,Var,Evet,2488017
Yozgat,Saraykent,83,3+1,14,9,Kombi,Yok,Yok,Hayır,2846239
Yozgat,Saraykent,91,2+1,11,10,Kombi,Yok,Yok,Evet,948188
Yozgat,Saraykent,102,2+1,12,14,Soba,Var,Var,Evet,2745079
Yozgat,Saraykent,80,1+1,19,11,Merkezi,Var,Var,Hayır,2184622
Yozgat,Saraykent,61,1+1,18,19,Merkezi,Yok,Yok,Hayır,2678548
Yozgat,Saraykent,101,4+1,23,17,Kombi,Yok,Yok,Hayır,1629032
Yozgat,Saraykent,64,3+1,8,1,Soba,Yok,Var,Hayır,2193433
Yozgat,Sarıkaya,113,4+1,25,8,Kombi,Var,Var,Evet,2484303
Yozgat,Sarıkaya,142,4+1,25,10,Soba,Var,Var,Evet,1143520
Yozgat,Sarıkaya,88,3+1,27,20,Kombi,Yok,Var,Hayır,1069388
